产品类别,标题,价格,店铺,用户,评论内容,SKU,评论日期,购买地
智能马桶,海尔（Haier）母婴级智能马桶 泡沫盾3.0 零水压男士小冲全自动坐便器H3D-V30KS,1911.2,海尔卫浴京东自营旗舰店,8***j,我千条万选的马桶安装好了，用了几天了才来评价。 选了好久好久， 看了好多家，最后选了海尔，因为海尔的售后好，这款马桶功能特别全，目前看各方面都表现很优秀，特别满意。,【无水压限制】自动翻盖 H3K,2024/4/8,北京
智能马桶,海尔（Haier）母婴级智能马桶 泡沫盾3.0 零水压男士小冲全自动坐便器H3D-V30KS,1911.2,海尔卫浴京东自营旗舰店,嫣***哈,功能齐全，冲力很大，送货上门，安装师傅第二天就上门安装，服务很好，免费拆旧，还清运了旧马桶，各种功能都好用，特别童洗功能很温和，小孩子也适合。,【无水压限制】脚感除臭 H3C,2022/11/12,
智能马桶,海尔（Haier）母婴级智能马桶 泡沫盾3.0 零水压男士小冲全自动坐便器H3D-V30KS,1911.2,海尔卫浴京东自营旗舰店,j***y,非常漂亮的智能马桶，功能强大，自带水箱，不用担心水压不够。下单后第二天就送货安装完成，安装师傅服务态度好，安装技术好，耐心细致，免费拆旧马桶，帮忙把旧马桶送到小区门口。,【无水压限制】脚感除臭 H3C,2022/11/1,
智能马桶,海尔（Haier）母婴级智能马桶 泡沫盾3.0 零水压男士小冲全自动坐便器H3D-V30KS,1911.2,海尔卫浴京东自营旗舰店,丘***7,真心喜欢，颜色、款式都非常棒！💌终于对它下手了，颜值是真的没话说❤，材质很好，物美价廉，趁活动赶紧囤起来性价比很高，很实惠，使用起来感觉很好，非常完美.^◡^.性价比很高，很实惠，使用起来感觉很好，非常完美.^◡^.,【无水压限制】自动翻盖 H3E,2023/5/23,山东
智能马桶,海尔（Haier）母婴级智能马桶 泡沫盾3.0 零水压男士小冲全自动坐便器H3D-V30KS,1911.2,海尔卫浴京东自营旗舰店,不***求,马桶不错了，当初选马桶选了一个多月，最终选的海尔的这个，无水压限制，贼爽啊，而且功能也够用，试了一下很不错的，安装师傅也可以，目前装上了没有啥问题，，推荐推荐，对了，冲力贼大，还有就是使用的时候有点电流声,【无水压限制】脚感除臭 H3C,2022/9/13,
智能马桶,海尔（Haier）母婴级智能马桶 泡沫盾3.0 零水压男士小冲全自动坐便器H3D-V30KS,1911.2,海尔卫浴京东自营旗舰店,熊***2,几乎把市场所有的智能马桶看了一遍，也分析了一遍，最终还是选择了海尔。最终还是考虑到品牌效应的价值，售后服务的及时性及透明性。产品没得说，无论是釉面，还是功能，做工都很精美。安装师傅认真负责，踏实，为用户着想。没有像其他品牌怎么都得推销些东西出去。担心坑距问题，但是也不是问题，师傅给完美解决，安装的过程堪称完美。所以说品牌效应的价值还是要考虑的。这次购物很愉快！,【无水压限制】自动翻盖 H3K,2024/6/3,北京
智能马桶,海尔（Haier）母婴级智能马桶 泡沫盾3.0 零水压男士小冲全自动坐便器H3D-V30KS,1911.2,海尔卫浴京东自营旗舰店,1***3,产品釉面很好，达到心里要求。润壁功能好，不会粘壁，摆脱以前冲完还要刷一下那种情况，使用过程全自动，便完走人。功能科学人性化。选对了一款好用产品！,【无水压限制】脚感除臭 H3C,2023/9/5,广西
智能马桶,海尔（Haier）母婴级智能马桶 泡沫盾3.0 零水压男士小冲全自动坐便器H3D-V30KS,1911.2,海尔卫浴京东自营旗舰店,未***方,海尔的这款智能马桶性价比挺高，材质很好，用了一段时间才来评价，不比外国品牌的智能马桶差，值得购买。,【店铺热销】泡沫云3.0 H3Ds,2024/9/2,天津
智能马桶,海尔（Haier）母婴级智能马桶 泡沫盾3.0 零水压男士小冲全自动坐便器H3D-V30KS,1911.2,海尔卫浴京东自营旗舰店,C***e,智能马桶大小合适，安装师傅也很认真负责，占地面积不大，省空间，停电也可以使用，性价比比较高，最近买的家电都是海尔的，真的很不错！,【无水压限制】脚感除臭 H3C,2022/11/8,
智能马桶,海尔（Haier）母婴级智能马桶 泡沫盾3.0 零水压男士小冲全自动坐便器H3D-V30KS,1911.2,海尔卫浴京东自营旗舰店,n***3,完美！安装人员很负责任，免费拆旧，马桶用起来也很nice  我家水压小，这款不受水压限制，非常干净，也不用经常刷马桶了～而且占地并不大，好像比我家以前的还要小一点。可以问物业坑距，客服也会告诉你如何测量,【无水压限制】脚感除臭 H3C,2022/7/31,
智能马桶,海尔（Haier）母婴级智能马桶 泡沫盾3.0 零水压男士小冲全自动坐便器H3D-V30KS,1911.2,海尔卫浴京东自营旗舰店,B***l,特地用了一段时间才来评价，非常好用，不刺激皮肤，冲洗非常方便，无水压限制真的解决了高楼层水压不够的烦恼。电源线也够长，专门买的插线板也用不上了。😂,【无水压限制】脚感除臭 H3C,2022/7/6,
智能马桶,海尔（Haier）母婴级智能马桶 泡沫盾3.0 零水压男士小冲全自动坐便器H3D-V30KS,1911.2,海尔卫浴京东自营旗舰店,u***c,智能马桶用按装好用了一段时间，不错，海尔大品牌值得信赖，发货快，包装严实，低水压，冲力大釉面光滑不留污渍，自带脚感冲刷，老人小孩🧒用非常方便，，安装师傅安装的很仔细，完美，好👌,【无水压限制】脚感除臭 H3C,2023/2/9,
智能马桶,海尔（Haier）母婴级智能马桶 泡沫盾3.0 零水压男士小冲全自动坐便器H3D-V30KS,1911.2,海尔卫浴京东自营旗舰店,c***陈,价格合理，功能齐全，想要的功能都有了，客服也很好，上门安装师傅也超麻利，喜欢喜欢,【无水压限制】自动翻盖 H3K,2024/9/7,湖北
智能马桶,海尔（Haier）母婴级智能马桶 泡沫盾3.0 零水压男士小冲全自动坐便器H3D-V30KS,1911.2,海尔卫浴京东自营旗舰店,j***a,大品牌值得信赖，马桶很快就收到了，智能满意，性价比高，家装人的第一选择。设计简洁高级，美观大气，功能齐全，人性化智能体验。,【无水压限制】脚感除臭 H3C,2023/6/30,山东
智能马桶,海尔（Haier）母婴级智能马桶 泡沫盾3.0 零水压男士小冲全自动坐便器H3D-V30KS,1911.2,海尔卫浴京东自营旗舰店,a***a,外型美观，功能十分全面，性价比很高。一次性购入了两台，使用非常满意。,【无水压限制】自动翻盖 H3K,2024/5/29,北京
智能马桶,海尔（Haier）母婴级智能马桶 泡沫盾3.0 零水压男士小冲全自动坐便器H3D-V30KS,1911.2,海尔卫浴京东自营旗舰店,皮***_,马桶终于到货了，翻盖感应很灵敏，无水压限制的马桶不用担心冲力问题，颜值很高，安装师傅很仔细，地面的卫生都打扫了,【无水压限制】自动翻盖 H3E,2022/11/11,
智能马桶,海尔（Haier）母婴级智能马桶 泡沫盾3.0 零水压男士小冲全自动坐便器H3D-V30KS,1911.2,海尔卫浴京东自营旗舰店,j***k,不得不说海尔产品非常好！值得信赖。十几年来，大到空调、洗衣机，小到净水机、吸尘机都是买的海尔的。今年五一搞活动又买了这款智能马桶，使用后感觉非常不错，尤其适合老年人。海尔的售后服务也很到位，货送到家后，安装师傅小邓就上门给安装好了。原来的坑圈有点低，容易漏水，小邓师傅用水泥加高了，还对地砖的缝隙做了填充。为安装师傅认真、负责、细致、耐心点赞👍 👍👍👍👍，辛苦了，谢谢！,【无水压限制】脚感除臭 H3C,2023/5/4,四川
智能马桶,海尔（Haier）母婴级智能马桶 泡沫盾3.0 零水压男士小冲全自动坐便器H3D-V30KS,1911.2,海尔卫浴京东自营旗舰店,p***f,智能坐便器很好用，客服回答问题很及时，安装有点小插曲但是最后也得到了解决，对水压的确没有要求冲水很给力，遥控器很灵敏老年人也能学会使用。,【无水压限制】脚感除臭 H3C,2023/4/7,山东
智能马桶,海尔（Haier）母婴级智能马桶 泡沫盾3.0 零水压男士小冲全自动坐便器H3D-V30KS,1911.2,海尔卫浴京东自营旗舰店,长***r,大气上档次，一脚踢冲水非常方便，功能齐全，内装有水泵，冲水强力，视频中冲的是小水，还有个大冲按钮，大冲冲水能力翻倍，自己的购买,【无水压限制】脚感除臭 H3C,2022/8/26,
智能马桶,海尔（Haier）母婴级智能马桶 泡沫盾3.0 零水压男士小冲全自动坐便器H3D-V30KS,1911.2,海尔卫浴京东自营旗舰店,3***9,马桶很好用，感应自动翻盖，自动冲水，座温也很舒适，还有泡沫盾，很干净。,【全新升级】重磅新品 H3Es,2025/1/6,浙江
智能马桶,海尔（Haier）母婴级智能马桶 泡沫盾3.0 零水压男士小冲全自动坐便器H3D-V30KS,1911.2,海尔卫浴京东自营旗舰店,拳***赛,功能强大，灯光可以识别，开灯或者白天会自动关闭，且遥控器质量上乘。冲力非常大,【店铺热销】泡沫云3.0 H3Ds,2024/12/16,上海
智能马桶,海尔（Haier）母婴级智能马桶 泡沫盾3.0 零水压男士小冲全自动坐便器H3D-V30KS,1911.2,海尔卫浴京东自营旗舰店,j***m,物流快，包装完好无损。安装师傅技术娴熟，服务周到。智能马桶大气漂亮，操作简便，各种功能试用后都非常棒，家人都很喜欢。,【无水压限制】脚感除臭 H3C,2024/1/4,上海
智能马桶,海尔（Haier）母婴级智能马桶 泡沫盾3.0 零水压男士小冲全自动坐便器H3D-V30KS,1911.2,海尔卫浴京东自营旗舰店,j***u,大气美观，质量很好，做工精细，安装师傅很专业，服务态度很好，很满意的一次购物！,【无水压限制】泡沫防溅 H3D,2024/7/7,山东
智能马桶,海尔（Haier）母婴级智能马桶 泡沫盾3.0 零水压男士小冲全自动坐便器H3D-V30KS,1911.2,海尔卫浴京东自营旗舰店,j***d,用过很多这款的智能马桶，还是推荐海尔。使用简洁方便。质量很好，不容易发黄。智能化程度也很高。这次新家装修又选择海尔马桶。****安装的师傅也非常专业。,【无水压限制】脚感除臭 H3C,2023/4/2,广东
智能马桶,海尔（Haier）母婴级智能马桶 泡沫盾3.0 零水压男士小冲全自动坐便器H3D-V30KS,1911.2,海尔卫浴京东自营旗舰店,L***r,使用还是很不错的，很方便。冲洗很干净，没有以前老马桶的使用卫生间有异味。满意👍！,【无水压限制】泡沫云3.0 H3Ds,2024/8/18,上海
智能马桶,海尔（Haier）母婴级智能马桶 泡沫盾3.0 零水压男士小冲全自动坐便器H3D-V30KS,1911.2,海尔卫浴京东自营旗舰店,J***马,海尔大品牌，赶上这次618优惠力度也是大，选了很长时间，个个品牌对比，这个款功能还是比较全的，到货速度也快，安装师傅也是提前来电约上门时间，到场后安装也很专业，在此也表示感谢。,【无水压限制】自动翻盖 H3K,2024/6/24,河北
智能马桶,海尔（Haier）母婴级智能马桶 泡沫盾3.0 零水压男士小冲全自动坐便器H3D-V30KS,1911.2,海尔卫浴京东自营旗舰店,s***1,第一次买智能马桶，使用体验好的出乎预料。自动翻盖以及翻座圈太方便了。也比传统马桶好看一些没有了后面那个大水箱。安装师傅态度很好做事也挺细心的。,【无水压限制】自动翻盖 H3K,2024/3/6,四川
智能马桶,海尔（Haier）母婴级智能马桶 泡沫盾3.0 零水压男士小冲全自动坐便器H3D-V30KS,1911.2,海尔卫浴京东自营旗舰店,1***q,马桶美观大方，功能齐全，冲力不错，配送很快且安装师傅比较认真负责，装上后很大气,【无水压限制】脚感除臭 H3C,2023/6/14,天津
智能马桶,海尔（Haier）母婴级智能马桶 泡沫盾3.0 零水压男士小冲全自动坐便器H3D-V30KS,1911.2,海尔卫浴京东自营旗舰店,j***1,因为非常满意海尔的售后服务，所以家里添置东西都是首选海尔，这次换马桶也不例外，买了就不会失望，一款好用高颜值的马桶，全家都喜欢，功能齐全，冲水力度大，安装师傅技术熟练服务好，好评！,【无水压限制】脚感除臭 H3C,2023/3/23,北京
智能马桶,海尔（Haier）母婴级智能马桶 泡沫盾3.0 零水压男士小冲全自动坐便器H3D-V30KS,1911.2,海尔卫浴京东自营旗舰店,j***e,1.离座自动冲水2.臀洗位置可调节3.坐垫即热式好评4.脚感冲水容易误碰5.得考虑加个泡沫盾，真的真的6.移位器首选，冲力很大,【无水压限制】脚感除臭 H3C,2022/7/26,
智能马桶,海尔（Haier）母婴级智能马桶 泡沫盾3.0 零水压男士小冲全自动坐便器H3D-V30KS,1911.2,海尔卫浴京东自营旗舰店,x***c,用了一个礼拜，很好用的马桶，冲力强劲，智能方便，包括泡沫盾和冲洗功能都很好用，非常适合家用！强烈推荐！,【无水压限制】泡沫防溅 H3D,2024/6/24,北京
智能马桶,海尔（Haier）母婴级智能马桶 泡沫盾3.0 零水压男士小冲全自动坐便器H3D-V30KS,1911.2,海尔卫浴京东自营旗舰店,就***丶,非常好用，颜值高，功能也很多，釉面也很不错，脚踢翻盖很实用，冲水声音也不大，非常好！！安装师傅也很专业！,【无水压限制】自动翻盖 H3E,2023/3/21,山东
智能马桶,海尔（Haier）母婴级智能马桶 泡沫盾3.0 零水压男士小冲全自动坐便器H3D-V30KS,1911.2,海尔卫浴京东自营旗舰店,无***子,马桶颜值很高，功能很多，还在持续摸索中，相信海尔的品牌和售后，这也是很关键的。感应器有点太灵敏，马桶距离正面距离墙比较近过人的时候总会自动开启。这点可以优化一下。,【无水压限制】自动翻盖 H3E,2023/1/14,
智能马桶,海尔（Haier）母婴级智能马桶 泡沫盾3.0 零水压男士小冲全自动坐便器H3D-V30KS,1911.2,海尔卫浴京东自营旗舰店,j***n,非常好，功能非常齐全，预约很简单，安装师傅很负责，拆旧也不花钱，还帮忙把旧的抬下去，而且看起来非常高大上，海尔的质量和售后还是非常信任的,【无水压限制】脚感除臭 H3C,2024/3/13,辽宁
智能马桶,海尔（Haier）母婴级智能马桶 泡沫盾3.0 零水压男士小冲全自动坐便器H3D-V30KS,1911.2,海尔卫浴京东自营旗舰店,h***-,看了很多品牌，最终还是选择了海尔。安装完后效果不错，自动翻盖功能很实用，离座冲水很方便。小夜灯功能很便捷，晚上不用开灯后可以看得见。,【无水压限制】自动翻盖 H3E,2023/8/20,江苏
智能马桶,海尔（Haier）母婴级智能马桶 泡沫盾3.0 零水压男士小冲全自动坐便器H3D-V30KS,1911.2,海尔卫浴京东自营旗舰店,满***胖,马桶好看时尚，操作便捷，海尔售后完美。很满意哦，可惜我错过了政府补贴哈哈哈,【全新升级】重磅新品 H3Es,2024/10/1,甘肃
智能马桶,海尔（Haier）母婴级智能马桶 泡沫盾3.0 零水压男士小冲全自动坐便器H3D-V30KS,1911.2,海尔卫浴京东自营旗舰店,j***g,非常好，用起来很丝滑，声音也小，非常智能，家人都很喜欢用，温度也适中！,【全新升级】重磅新品 H3Es,2025/1/1,北京
智能马桶,海尔（Haier）母婴级智能马桶 泡沫盾3.0 零水压男士小冲全自动坐便器H3D-V30KS,1911.2,海尔卫浴京东自营旗舰店,小***i,安装使用了，送货和安装都很快，师傅上门安装很小心，手法娴熟，当时买完还怕不好使用，用了几天发现还是智能马桶舒服，冲水劲很足。,【无水压限制】脚感除臭 H3C,2023/7/31,北京
智能马桶,海尔（Haier）母婴级智能马桶 泡沫盾3.0 零水压男士小冲全自动坐便器H3D-V30KS,1911.2,海尔卫浴京东自营旗舰店,j***g,外观设计精美漂亮颜值很高，安装师傅很负责任，装好后还逐一试了试功能，遥控器方便操作，这款各种功能齐全，非常好，期待体验,【无水压限制】自动翻盖 H3K,2023/11/4,江苏
智能马桶,海尔（Haier）母婴级智能马桶 泡沫盾3.0 零水压男士小冲全自动坐便器H3D-V30KS,1911.2,海尔卫浴京东自营旗舰店,j***1,旧马桶抽水坏了，想着换一个智能的，选来选去选了海尔的这款，看评价也还不错，年前就安装好了，师傅态度也很好，用了几天，体验感很好，很方便。,【无水压限制】脚感除臭 H3C,2023/1/31,
智能马桶,海尔（Haier）母婴级智能马桶 泡沫盾3.0 零水压男士小冲全自动坐便器H3D-V30KS,1911.2,海尔卫浴京东自营旗舰店,o***j,海尔的这款智能马桶我挑了很久，到货安装后特别满意，自带水箱不受水压限制，功能完备，外观高端大气，非常满意。,【无水压限制】脚感除臭 H3C,2023/4/14,北京
智能马桶,海尔（Haier）母婴级智能马桶 泡沫盾3.0 零水压男士小冲全自动坐便器H3D-V30KS,1911.2,海尔卫浴京东自营旗舰店,若***静,马桶收到了，带水箱的，不用担心水压的问题了，物流挺快的，安装师傅也很nice，很快就装好了，试用了一下，功能挺齐全的，很不错。,【无水压限制】脚感除臭 H3C,2023/6/24,北京
智能马桶,海尔（Haier）母婴级智能马桶 泡沫盾3.0 零水压男士小冲全自动坐便器H3D-V30KS,1911.2,海尔卫浴京东自营旗舰店,W***岩,想装智能马桶怕水压不够，犹豫了好久买的这款带水箱的，到了之后发现物品非常不错，挺有质感，安装之后水压也够用，功能都好用，不错,【无水压限制】脚感除臭 H3C,2023/4/21,内蒙古
智能马桶,海尔（Haier）母婴级智能马桶 泡沫盾3.0 零水压男士小冲全自动坐便器H3D-V30KS,1911.2,海尔卫浴京东自营旗舰店,j***t,海尔智能马桶，看到评价都反应不错，内带水箱，，解决了水压的问题，马桶有移位，目前还没正式使用，该有的功能都有，希望质量能很好一直用下去。,【无水压限制】脚感除臭 H3C,2023/1/26,
智能马桶,海尔（Haier）母婴级智能马桶 泡沫盾3.0 零水压男士小冲全自动坐便器H3D-V30KS,1911.2,海尔卫浴京东自营旗舰店,C***a,要找一臺0水壓就能工作的智能馬桶真不容易~這台除了不能自動翻蓋，其它功能都齊活了，非常棒~ 海爾的安裝服務也很厲害，我家這麽難弄的低糞口都給解決了，滿分好評~,【无水压限制】脚感除臭 H3C,2022/7/1,
智能马桶,海尔（Haier）母婴级智能马桶 泡沫盾3.0 零水压男士小冲全自动坐便器H3D-V30KS,1911.2,海尔卫浴京东自营旗舰店,a***5,马桶很智能，功能很全面，还有uvc全水路杀菌和智能感应小夜灯，非常方便。,【全新升级】重磅新品 H3Es,2024/12/11,河南
智能马桶,海尔（Haier）母婴级智能马桶 泡沫盾3.0 零水压男士小冲全自动坐便器H3D-V30KS,1911.2,海尔卫浴京东自营旗舰店,j***v,第一次买智能马桶，啥都不懂，还好有客服很耐心的讲解，买回来安装刚刚好，很喜欢，高端大气，用起来很方便，,【无水压限制】脚感除臭 H3C,2022/12/24,
智能马桶,海尔（Haier）母婴级智能马桶 泡沫盾3.0 零水压男士小冲全自动坐便器H3D-V30KS,1911.2,海尔卫浴京东自营旗舰店,x***o,我千条万选的马桶安装好了，看了好多家，最后选了海尔，因为海尔的售后好，安装师傅很快很专业，这款马桶功能特别全，目前看各方面都表现很优秀，特别满意。,【无水压限制】自动翻盖 H3K,2024/6/11,广西
智能马桶,海尔（Haier）母婴级智能马桶 泡沫盾3.0 零水压男士小冲全自动坐便器H3D-V30KS,1911.2,海尔卫浴京东自营旗舰店,j***r,收货安装都很顺利、颜值不错，大厂保障，海尔售后很是不错，马桶功能齐全，停水也可冲水。目前还未使用，后续使用感受会再跟新。,【无水压限制】自动翻盖 H3K,2023/11/23,河北
智能马桶,海尔（Haier）母婴级智能马桶 泡沫盾3.0 零水压男士小冲全自动坐便器H3D-V30KS,1911.2,海尔卫浴京东自营旗舰店,一***空,一直信赖海尔品牌，家里的冰箱、洗衣机等家电都是海尔的。这款马桶第一次使用就让我惊艳，操作方便，冲洗效果非常出色，洗洁效果和马桶自身冲洗都非常好。,【无水压限制】泡沫防溅 H3D,2024/10/11,重庆
智能马桶,海尔（Haier）母婴级智能马桶 泡沫盾3.0 零水压男士小冲全自动坐便器H3D-V30KS,1911.2,海尔卫浴京东自营旗舰店,a***m,以前买过好几个海尔智能马桶盖，第一次买一体式马桶，还好在服务人员提醒下量了坑距，重新改成305的，安装一步到位，安装尺寸完美，看上去很不错，期待长期使用有好感受👍,【无水压限制】自动翻盖 H3E,2022/11/18,
智能马桶,海尔（Haier）母婴级智能马桶 泡沫盾3.0 零水压男士小冲全自动坐便器H3D-V30KS,1911.2,海尔卫浴京东自营旗舰店,j***9,一次买了两个马桶，功能齐全，价位适中，细节完美。特别是有大小冲功能，非常智能。两台都已安装到位。,【无水压限制】脚感除臭 H3C,2022/7/31,
智能马桶,海尔（Haier）母婴级智能马桶 泡沫盾3.0 零水压男士小冲全自动坐便器H3D-V30KS,1911.2,海尔卫浴京东自营旗舰店,齐***衩,"目前使用状态 感觉还可以、各项功能都有，且功能齐全。最主要的是没有水压和流量的要求！ 这个很关键。双增压泵和水箱设计，简直无敌了。活水即热冲洗屁屁。一点毛病没有,加上照片，使用一个月没有问题",【无水压限制】脚感除臭 H3C,2022/12/13,
智能马桶,海尔（Haier）母婴级智能马桶 泡沫盾3.0 零水压男士小冲全自动坐便器H3D-V30KS,1911.2,海尔卫浴京东自营旗舰店,c***2,马桶性价比很高，质量很好，还有童洗功能，小孩用挺好的！式样美观，安装师傅很快就上门安装了,【无水压限制】脚感除臭 H3C,2023/9/24,江苏
智能马桶,海尔（Haier）母婴级智能马桶 泡沫盾3.0 零水压男士小冲全自动坐便器H3D-V30KS,1911.2,海尔卫浴京东自营旗舰店,j***r,安装挺专业，马桶很好，冲水力度很大，分大小冲。遥控器颜值也很高，可以关闭不必要的功能，产品很不错，准备再买一个一样的。,【无水压限制】脚感除臭 H3C,2022/6/19,
智能马桶,海尔（Haier）母婴级智能马桶 泡沫盾3.0 零水压男士小冲全自动坐便器H3D-V30KS,1911.2,海尔卫浴京东自营旗舰店,j***p,坐便圈加热这个非常舒适，而且脚感冲厕感应灵敏，，，还能自动冲厕，用了就再也不会用老式马桶了，，,【无水压限制】脚感除臭 H3C,2024/5/9,辽宁
智能马桶,海尔（Haier）母婴级智能马桶 泡沫盾3.0 零水压男士小冲全自动坐便器H3D-V30KS,1911.2,海尔卫浴京东自营旗舰店,著***户,马桶颜值很高，师傅手艺不错。第一次买智能马桶挑了个功能全的。,【全新升级】重磅新品 H3Es,2024/10/25,黑龙江
智能马桶,海尔（Haier）母婴级智能马桶 泡沫盾3.0 零水压男士小冲全自动坐便器H3D-V30KS,1911.2,海尔卫浴京东自营旗舰店,m***9,趁着活动入手划算，发货快，包装得好，非常不错，全新体验，赞赞赞！主要是买海尔这个国民大品牌，就求个安心售后，马桶很智能，和市场主流没有什么差距。,【无水压限制】自动翻盖 H3K,2024/4/3,辽宁
智能马桶,海尔（Haier）母婴级智能马桶 泡沫盾3.0 零水压男士小冲全自动坐便器H3D-V30KS,1911.2,海尔卫浴京东自营旗舰店,天***央,快递还是一样的迅速，包装完好无损。安装预约方便，师傅服务态度很好。马桶整体看起来简洁有型。各种实用的功能几乎都有了，能满足不同人的使用需求,【无水压限制】脚感除臭 H3C,2022/6/6,
智能马桶,海尔（Haier）母婴级智能马桶 泡沫盾3.0 零水压男士小冲全自动坐便器H3D-V30KS,1911.2,海尔卫浴京东自营旗舰店,j***3,群友们推荐购买的品牌，使用效果不错，到货速度也很快，釉面光泽度很好，推荐购买，外观设计简洁大方,【无水压限制】脚感除臭 H3C,2022/12/11,
智能马桶,海尔（Haier）母婴级智能马桶 泡沫盾3.0 零水压男士小冲全自动坐便器H3D-V30KS,1911.2,海尔卫浴京东自营旗舰店,柒***7,非常智能！非常好用！海尔马桶还是不错的！值得信赖！脚踢冲洗这个功能可以没有！泡泡功能不可少！防溅屁屁真的很重要哦！五星好评吧！,【无水压限制】脚感除臭 H3C,2023/3/5,
智能马桶,海尔（Haier）母婴级智能马桶 泡沫盾3.0 零水压男士小冲全自动坐便器H3D-V30KS,1911.2,海尔卫浴京东自营旗舰店,小***吖,到货和安装都很快，安装师傅也很效率，没什么额外的收费，也会帮忙处理拆下来的旧马桶。马桶很漂亮，该有的功能都有了，使用起来也很方便。,【无水压限制】脚感除臭 H3C,2023/3/5,
智能马桶,海尔（Haier）母婴级智能马桶 泡沫盾3.0 零水压男士小冲全自动坐便器H3D-V30KS,1911.2,海尔卫浴京东自营旗舰店,j***t,颜值超高，用起来真方便，脚感的比感应的实用，功能强大，加热洗护很舒服，海尔的品质满意！,【全新升级】重磅新品 H3Es,2024/12/30,广东
智能马桶,海尔（Haier）母婴级智能马桶 泡沫盾3.0 零水压男士小冲全自动坐便器H3D-V30KS,1911.2,海尔卫浴京东自营旗舰店,j***c,海尔这款智能马桶买了三个，性价比很高，非常好用，京东自营，值得拥有，六一八活动价非常便宜实惠，功能齐全，家庭使用非常超值，强烈推荐购买。,【无水压限制】脚感除臭 H3C,2023/6/1,江苏
智能马桶,海尔（Haier）母婴级智能马桶 泡沫盾3.0 零水压男士小冲全自动坐便器H3D-V30KS,1911.2,海尔卫浴京东自营旗舰店,v***h,马桶挺好，一体看起来亮白，一体成型。遇到装修的坑了，搞地砖的把马桶排污口贴平了，最好是高出地面要1cm，马桶其他的还没有用，后面在追评,【无水压限制】脚感除臭 H3C,2022/11/6,
智能马桶,海尔（Haier）母婴级智能马桶 泡沫盾3.0 零水压男士小冲全自动坐便器H3D-V30KS,1911.2,海尔卫浴京东自营旗舰店,S***B,今天刚安装完，预留的水路不大合适，安装师傅帮忙改了改，装上之后效果可以，自动翻盖+泡沫盾，功能很全面。,【无水压限制】自动翻盖 H3K,2023/11/5,山东
智能马桶,海尔（Haier）母婴级智能马桶 泡沫盾3.0 零水压男士小冲全自动坐便器H3D-V30KS,1911.2,海尔卫浴京东自营旗舰店,j***1,坐便器收到了，质量不错，大小合适坐便器收到了，质量不错，大小合适坐便器收到了，质量不错，大小合适坐便器收到了，质量很好，做工精细坐便器收到了，质量很好，做工精细,【无水压限制】脚感除臭 H3C,2023/9/23,陕西
智能马桶,海尔（Haier）母婴级智能马桶 泡沫盾3.0 零水压男士小冲全自动坐便器H3D-V30KS,1911.2,海尔卫浴京东自营旗舰店,哦***帝,马桶外观很精致，功能齐全，感应灵敏，陶瓷很好不挂杯！,【全新升级】重磅新品 H3Es,2024/12/30,天津
智能马桶,海尔（Haier）母婴级智能马桶 泡沫盾3.0 零水压男士小冲全自动坐便器H3D-V30KS,1911.2,海尔卫浴京东自营旗舰店,j***o,马桶看着非常上档次，使用也非常智能好用。装修师傅也非常热情和专业，安装完成后还手把手教我们使用并一直强调使用注意事项，购物和安装体验都非常好。,【无水压限制】自动翻盖 H3E,2023/9/12,安徽
智能马桶,海尔（Haier）母婴级智能马桶 泡沫盾3.0 零水压男士小冲全自动坐便器H3D-V30KS,1911.2,海尔卫浴京东自营旗舰店,苇***心,选了400坑距刚好，后面没有缝隙，H3E功能齐全，颜值在线，自动翻盖脚感翻圈都很实用，性价比不错。,【无水压限制】自动翻盖 H3E,2023/6/5,安徽
智能马桶,海尔（Haier）母婴级智能马桶 泡沫盾3.0 零水压男士小冲全自动坐便器H3D-V30KS,1911.2,海尔卫浴京东自营旗舰店,小***驼,全功能的马桶，翻圈翻盖臀洗妇洗泡沫盾试用下来，体验感很棒#售后师傅安装服务也值得点赞,【全新升级】重磅新品 H3Es,2024/12/2,广东
智能马桶,海尔（Haier）母婴级智能马桶 泡沫盾3.0 零水压男士小冲全自动坐便器H3D-V30KS,1911.2,海尔卫浴京东自营旗舰店,j***f,高端大气上档次，快递小哥很有耐心，包装好！尺寸也合适！整体效果还是很满意的！,【无水压限制】自动翻盖 H3K,2024/10/18,湖北
智能马桶,海尔（Haier）母婴级智能马桶 泡沫盾3.0 零水压男士小冲全自动坐便器H3D-V30KS,1911.2,海尔卫浴京东自营旗舰店,雄***2,给家里老人买的，遥控器操作明了，老人小孩易上手。助便功能老人很喜欢。提升幸福感及生活质量，有小孩的家庭，也终于可以解放双手了,【无水压限制】脚感除臭 H3C,2023/9/6,江苏
智能马桶,海尔（Haier）母婴级智能马桶 泡沫盾3.0 零水压男士小冲全自动坐便器H3D-V30KS,1911.2,海尔卫浴京东自营旗舰店,乜***啊,全智能，使用感不错，泡沫盾非常棒，自动翻盖跟冲水非常友好，,【无水压限制】自动翻盖 H3K,2024/6/22,广东
智能马桶,海尔（Haier）母婴级智能马桶 泡沫盾3.0 零水压男士小冲全自动坐便器H3D-V30KS,1911.2,海尔卫浴京东自营旗舰店,呵***9,物流很快几天就到了，因为一些原因耽误了几天才安装上，外观简洁漂亮，用了一下很好用，安装师傅来的很快，很快就安装好了。有水箱不用担心水压了，楼高水压不够。很好,【无水压限制】脚感除臭 H3C,2022/6/13,
